"replica","omega","sigma_q","sigma_t","phi","eta","shock","calibracion_ok","shock_ok","pib_real_base","pib_real_shock","var_pib_real_pct","var_c_real_pct","var_i_real_pct","var_x_real_pct","var_m_real_pct","delta_tax_pp_pib","delta_u_pp","norm_calibracion"
9,1.36458756040156,2.10982740543477,2.67704351338853,0.102783056891894,0.250334960676264,"fit",TRUE,TRUE,282097.798326924,282157.223393728,0.0210654131853172,0.0156287791409859,0.113999947812315,-0.0240146578693756,0.0294657615696581,-0.0998140362327593,-0.0459403802213427,2.47765041939603e-05
10,1.76934205638099,3.02074968507804,2.29890602411888,0.144144623218199,0.875176491845923,"iva",TRUE,TRUE,282097.798326924,281613.684362501,-0.171612103069962,-0.181876078502152,-0.151517386789557,-0.150552615846988,-0.0725556444612252,-0.0209465390100722,0.557881231223246,2.4776504195952e-05
10,1.76934205638099,3.02074968507804,2.29890602411888,0.144144623218199,0.875176491845923,"pit",TRUE,TRUE,282097.798326924,280657.587215264,-0.51053610492594,-0.619883548899935,-0.355732333031744,-0.249217547462521,-0.0932676593948134,-0.0372955550101889,1.07794082051612,2.4776504195952e-05
10,1.76934205638099,3.02074968507804,2.29890602411888,0.144144623218199,0.875176491845923,"fit",TRUE,TRUE,282097.798326924,282846.938190904,0.265560337026116,0.183518118084502,0.543365277970964,0.13087551976283,0.0611574181512919,0.00451676882101126,-0.576022815622754,2.4776504195952e-05
11,2.34906161486651,1.89263817693609,2.05859054793837,0.0981188241254131,0.627753321558703,"iva",TRUE,TRUE,282097.798326924,281664.678045843,-0.153535505647251,-0.184638972573659,-0.0979844210486025,-0.126072123797016,-0.0697229811157496,-0.00311001170872904,0.515638764725166,2.47765041951371e-05
11,2.34906161486651,1.89263817693609,2.05859054793837,0.0981188241254131,0.627753321558703,"pit",TRUE,TRUE,282097.798326924,280794.957814033,-0.461840014568649,-0.615357128460758,-0.228852846732652,-0.193524979900406,-0.0861211037914478,0.00262551540555767,0.966654595998776,2.47765041951371e-05
11,2.34906161486651,1.89263817693609,2.05859054793837,0.0981188241254131,0.627753321558703,"fit",TRUE,TRUE,282097.798326924,282547.796321356,0.159518435486317,0.120712539272749,0.342438003363665,0.0536444357003063,0.0453193144607233,-0.0473604212418127,-0.343971958746424,2.47765041951371e-05
12,1.05006880031942,2.05071100004534,1.78842705458283,0.0580518632710664,0.631666534359101,"iva",TRUE,TRUE,282097.798326924,281762.630474269,-0.118812643928101,-0.129081345221727,-0.094652327747069,-0.174310972097413,-0.12039379064932,-0.000860939204494482,0.448154378040775,2.47765041941011e-05
12,1.05006880031942,2.05071100004534,1.78842705458283,0.0580518632710664,0.631666534359101,"pit",TRUE,TRUE,282097.798326924,280976.405331878,-0.397519229748133,-0.512220665495122,-0.223146116500894,-0.284064252036065,-0.181132232351588,0.00684421309928573,0.841296332767131,2.47765041941011e-05
12,1.05006880031942,2.05071100004534,1.78842705458283,0.0580518632710664,0.631666534359101,"fit",TRUE,TRUE,282097.798326924,282486.10802297,0.137650736145001,0.0844926012959712,0.342559007776844,0.0874617881631012,0.0800896506293114,-0.0482851761572617,-0.30213319341194,2.47765041941011e-05
13,0.719631526051671,1.44397420523637,0.976984045767495,0.0838844735506427,0.732762058805383,"iva",TRUE,TRUE,282097.798326924,281771.283969241,-0.1157450925245,-0.111508446680098,-0.113799237022671,-0.211577896643256,-0.149084286596357,-0.0079694540138564,0.444257991957091,2.47765041940467e-05
13,0.719631526051671,1.44397420523637,0.976984045767495,0.0838844735506427,0.732762058805383,"pit",TRUE,TRUE,282097.798326924,280978.842492667,-0.396655287950887,-0.481745211142193,-0.269128894942505,-0.359774589362283,-0.237816610638197,-0.00887188546085105,0.844751035772717,2.47765041940467e-05
